IATA,ICAO,Name,Country,Active
,WIW,V-avia Airline,Ukraine,N
,VBD,V-Berd-Avia,Armenia,N
,VAC,Vacationair,Canada,N
,RDW,Valair AG (Helicoptere),Switzerland,N
,VLA,Valan International Cargo Charter,South Africa,N
,VLN,Valan Limited,Moldova,N
,EHR,Valfell-Verkflug,Iceland,N
VF,VLU,Valuair,Singapore,Y
,VAA,Van Air Europe,Czech Republic,N
,VGC,Vanguardia en Aviacion en Colima,Mexico,N
,VGD,Vanguard Airlines,United States,N
,VFC,Vasco Air,Vietnam,Y
,VAG,Vega,Kazakhstan,N
,WGA,Vega Air Company,Ukraine,N
,WEL,Veles,VELES,N
,VTX,Verataxis,Mexico,N
,BTP,Veritair Ltd,United Kingdom,N
VC,VAL,Voyageur Airways,Canada,N
,GRV,Vernicos Aviation,Greece,N
VN,HVN,Vietnam Airlines,Vietnam,Y
,KWA,Vozdushnaya Academy,Kazakhstan,N
NN,MOV,VIM Airlines,Russia,Y
,MVY,VIM-Aviaservice,Russia,N
2R,,VIA Rail Canada,Canada,N
,ENV,Victoria Aviation,United Kingdom,N
,VCT,Viscount Air Service,United States,N
,SSI,Vision Airlines,Nigeria,N
,FXF,VIP Air Charter,United States,N
,PAV,VIP Avia,Kazakhstan,N
,PRX,VIP Avia,Latvia,N
,VAT,Visionair,Ireland,N
VA,,Viasa,Venezuela,N
,VCA,VICA - Viacao Charter Aereos,Brazil,N
,VCM,Volare Air Charter Company,United States,N
Y4,VOI,Volaris,Mexico,Y
VI,VDA,Volga-Dnepr Airlines,Russia,Y
,VEA,Vega Airlines,Bulgaria,N
,VEC,Venescar Internacional,Venezuela,N
,VEE,Victor Echo,Spain,N
,VEI,Virgin Express Ireland,Ireland,N
VX,VRD,Virgin America,United States,Y
,VES,Vieques Air Link,United States,N
TV,VEX,Virgin Express,Belgium,Y
,VFT,VZ Flights,Mexico,N
VK,VGN,Virgin Nigeria Airways,Nigeria,Y
,VGV,Vologda State Air Enterprise,Russia,N
,VHA,VH-Air Industrie,Angola,N
,VHM,VHM Schul-und-Charterflug,Germany,N
,VIB,Vibroair Flugservice,Germany,N
,VIC,VIP Servicios Aereos Ejecutivos,Mexico,N
,VIE,VIP Empresarial,Mexico,N
,VIF,VIF Luftahrt,Austria,N
,VIG,Vega Aviation,Sudan,N
,VIH,Vichi,Moldova,N
,VIK,Viking Airlines,Sweden,N
,VIN,Vinair - Helicoptereos,Portugal,N
VS,VIR,Virgin Atlantic Airways,United Kingdom,Y
,VJM,Viajes Ejecutivos Mexicanos,Mexico,N
,VJT,Vistajet,Canada,N
ZG,VVM,Viva Macau,Macao,Y
VE,VLE,Volare Airlines,Italy,Y
VY,VLG,Vueling Airlines,Spain,Y
XF,VLK,Vladivostok Air,Russia,Y
LC,VLO,Varig Log,Brazil,Y
,VLT,Vertical-T Air Company,Russia,N
,VMA,Vero Monmouth Airlines,United States,N
,VNK,Vipport Joint Stock Company,Russia,N
VM,VOA,Viaggio Air,Bulgaria,N
,VOG,Voyager Airlines,Bangladesh,N
VA,VOZ,Virgin Australia,Australia,Y
DJ,VBI,Virgin Blue,Australia,N
,VPA,VIP Air,Slovakia,N
,VPB,Veteran Air,Ukraine,N
,VPV,VIP-Avia,Georgia,N
,VRA,Vertair,United Kingdom,N
,VRE,Volare Airlines,Ukraine,N
,VRL,Voar Lda,Angola,N
RG,VRN,VRG Linhas Aereas,Brazil,Y
,VSB,Vickers Limited,United Kingdom,N
,VSG,Visig Operaciones Aereas,Spain,N
,VSN,Vision Airways Corporation,Canada,N
,VSO,Voronezh Aircraft Manufacturing Society,Russia,N
VP,VSP,VASP,Brazil,Y
,VSS,Virign Islands Seaplane Shuttle,United States,N
,VTC,Vuelos Especializados Tollocan,Mexico,N
,VTH,Vuelos Corporativos de Tehuacan,Mexico,N
,VTK,Vostok Airlines,Russia,N
,VTL,Victor Tagle Larrain,Chile,N
,VTV,Vointeh,Bulgaria,N
,VUR,Vuelos Internos Privados VIP,Ecuador,N
,VUS,Vuela Bus,Mexico,N
,VZL,Vzlyet,Russia,N
VG,VLM,VLM Airlines,Belgium,Y
,WCY,Viking Express,United States,N
,WEV,Victoria International Airways,Uganda,N
,WLG,Volga Aviaexpress,Russia,N
,WDL,WDL Aviation,Germany,N
,WRR,WRA Inc,United States,N
,XWS,WSI Corporation,United States,N
,CGG,Walmart Aviation,United States,N
,WAS,Walsten Air Services,Canada,N
,GOT,Walter I Linkoping,Sweden,N
,WPT,Wapiti Aviation,Canada,N
,WAV,Warbelow's Air Ventures,United States,N
,ATX,Warwickshire Aerocentre Ltd.,United Kingdom,N
,WSG,Wasaya Airways,Canada,N
7W,,Wayraper,Peru,Y
,WTC,Weasua Air Transport Company,Liberia,N
WJ,WEB,WebJet Linhas A,Brazil,Y
,TDB,Welch Aviation,United States,N
2W,WLC,Welcome Air,Austria,Y
,BLW,Wermlandsflyg AB,Sweden,N
,WCB,West Africa Airlines,Ghana,N
,WTF,West African Air Transport,Senegal,N
,WSF,West African Airlines,Benin,N
,WAC,West African Cargo Airlines,Mauritania,N
,WLX,West Air Luxembourg,Luxembourg,N
PT,SWN,West Air Sweden,Sweden,N
,WCW,West Caribbean Airways,Colombia,N
,WCR,West Caribbean Costa Rica,Costa Rica,N
8O,,West Coast Air,Canada,Y
,WCG,West Coast Airlines,Ghana,N
,WCA,West Coast Airways,Sierra Leone,N
,TEE,West Freugh DTEO,United Kingdom,N
,WEW,West Wind Aviation,Canada,N
WS,WJA,WestJet,Canada,Y
,WAA,Westair Aviation,Namibia,N
,WSC,Westair Cargo Airlines,Cote d'Ivoire,N
,PCM,Westair Industries,United States,N
,BLK,Westcoast Energy,Canada,N
,WST,Western Air,Bahamas,N
,NPC,Western Air Couriers,United States,N
,WAE,Western Air Express,United States,N
WA,WAL,Western Airlines,United States,Y
,WAL,Western Arctic Air,Canada,N
,WTV,Western Aviators,United States,N
,WES,Western Express Air Lines,Canada,N
,KMR,Western Pacific Airlines,United States,N
,WPA,Western Pacific Airservice,Solomon Islands,N
,WSL,Westflight Aviation,United Kingdom,N
,WSA,Westgates Airlines,United States,N
,WHE,Westland Helicopters,United Kingdom,N
,WTP,Westpoint Air,Canada,N
CN,WWD,Westward Airways,United States,N
,WHT,White,Portugal,N
,WEA,White Eagle Aviation,Poland,N
,WRA,White River Air Services,Canada,N
,WWL,Whyalla Airlines,Australia,N
WF,WIF,Widerøe,Norway,Y
,WIG,Wiggins Airways,United States,N
,WHS,Wiking Helikopter Service,Germany,N
,WFO,Wilbur's Flight Operations,United States,N
,WLS,Williams Air,United States,N
,WGP,Williams Grand Prix Engineering,United Kingdom,N
,WDA,Wimbi Dira Airways,Democratic Republic of Congo,N
,WNA,Winair,United States,N
IV,JET,Wind Jet,Italy,Y
,WSI,Wind Spirit Air,United States,N
,QGA,Windrose Air,Germany,N
,WIA,Windward Islands Airways International,Netherland,N
IW,WON,Wings Air,Indonesia,Y
,WAT,Wings Air Transport,Sudan,N
,WAW,Wings Airways,United States,N
,WOL,Wings Aviation,Guyana,N
,WEX,Wings Express,United States,N
K5,WAK,Wings of Alaska,United States,N
,WLB,Wings of Lebanon Aviation,Lebanon,N
,WIN,Winlink,Saint Lucia,N
,WAG,Wisconsin Air National Guard,United States,N
,WSM,Wisman Aviation,United States,N
W6,WZZ,Wizz Air,Hungary,Y
8Z,WVL,Wizz Air Hungary,Bulgaria,Y
,WNR,Wondair on Demand Aviation,Spain,N
,CWY,Woodgate Executive Air Charter,United Kingdom,N
WO,WOA,World Airways,United States,Y
,XWW,World Weatherwatch,Canada,N
,WWM,World Wing Aviation,Kyrgyzstan,N
1P,,Worldspan,United States,N
,CSW,Worldwide Air Charter Systems,Canada,N
,WWS,Worldwide Aviation Services,Pakistan,N
,WWI,Worldwide Jet Charter,United States,N
,WRT,Wright Air Lines,United States,N
8V,WRF,Wright Air Service,United States,N
,CWU,Wuhan Airlines,China,N
,WYC,Wycombe Air Centre,United Kingdom,N
,WYG,Wyoming Airlines,United States,N
SE,SEU,XL Airways France,France,Y
,XPS,XP Internation,Netherlands,N
,XAB,Xabre Aerolineas,Mexico,N
,XJC,Xclusive Jet Charter Limited,United Kingdom,N
,XER,Xerox Corporation,United States,N
MF,CXA,Xiamen Airlines,China,Y
,CXJ,Xinjiang Airlines,China,N
,XJT,Xjet Limited,United Kingdom,N
XP,CXP,Xtra Airways,United States,N
,AKY,Yak-Service,Russia,N
,YAK,Yakolev,Russia,N
YL,LLM,Yamal Airlines,Russia,Y
,CYG,Yana Airlines,Cambodia,N
Y8,YZR,Yangtze River Express,China,N
,ELW,Yellow Wings Air Services,Kenya,N
IY,IYE,Yemenia,Yemen,Y
,ERV,Yerevan-Avia,Armenia,N
,YFS,Young Flying Service,United States,N
,AYU,Yuhi Air Lines,Japan,N
,UGN,Yuzhnaya Aircompany,Kazakhstan,N
,UMK,Yuzhmashavia,Ukraine,Y
,RZV,Z-Avia,Armenia,N
,IZG,Zagros Airlines,Iran,N
,ZAI,Zaire Aero Service,Democratic Republic of Congo,N
,ZAR,Zairean Airlines,Democratic Republic of Congo,N
Q3,MBN,Zambian Airways,Zambia,N
,ZMA,Zambezi Airlines,Zambia,N
,TAN,Zanair,Tanzania,Y
,ZAN,Zantop International Airlines,United States,N
,ZAS,ZAS Airlines of Egypt,Egypt,N
,AZR,Zenith Air,South Africa,N
,EMR,Zenmour Airlines,Mauritania,N
,RZR,Zephyr Express,United States,N
,CJG,Zhejiang Airlines,China,N
,JTU,Zhetysu,Kazakhstan,N
,KZH,Zhez Air,Kazakhstan,N
,CFZ,Zhongfei General Aviation,China,N
,CYN,Zhongyuan Aviation,China,N
3J,WZP,Zip,Canada,N
C4,IMX,Zimex Aviation,Switzerland,N
Z4,OOM,Zoom Airlines,Canada,Y
,ZAW,Zoom Airways,Bangladesh,N
,ORZ,Zorex,Spain,N
,MLU,Zracno Pristaniste Mali Losinj,Croatia,N
,TYR,Tyrolean Airways,,Y
UK,BUZ,buzz,,N
8Q,,Maldivian Air Taxi,Maldives,Y
XW,SXR,Sky Express,Russia,Y
Y0,,Yellow Air Taxi,United States,N
VJ,RAC,Royal Air Cambodge,Cambodia,Y
6T,,Air Mandalay,Burma,Y
,4SW,TEA Switzerland,Switzerland,N
SH,,TAN-SAHSA,Honduras,N
BX,ABL,Air Busan,Republic of Korea,Y
TB,TUB,TUI Airlines Belgium,Belgium,N
,AKR,Arctic Air,Norway,N
BU,BRA,Braathens,Norway,N
GH,GLP,Globus,Russia,Y
9Y,KZK,Air Kazakhstan,Kazakhstan,Y
JD,JAS,Japan Air System,Japan,Y
ZQ,,Annsett New Zealand (NZA),New Zealand,N
DS,,EasyJet (DS),Switzerland,Y
,RTL,Rheintalflug,Austria,N
,DAN,Dan-Air London,United Kingdom,N
,FOF,Fred. Olsen,Norway,N
2I,,Star Peru (2I),Peru,Y
,RHA,Robin Hood Aviation,Austria,N
KW,,Carnival Air Lines,United States,Y
4H,UBD,United Airways,Bangladesh,Y
,IEA,Inter European Airways,United Kingdom,N
M8,TMW,Trans Maldivian Airways,Maldives,N
5H,FFV,Fly540,Kenya,Y
TO,TVF,Transavia France,France,Y
WP,MKU,Island Air (WP),United States,Y
OG,,1-2-go,Thailand,N
B7,UIA,Uni Air,Taiwan,Y
YD,,Gomelavia,Belarus,Y
,NWS,NordWind Airlines,Russia,N
WZ,RWZ,Red Wings,Russia,Y
,HST,Hellenic Star Airways,Greece,N
,BAZ,BAE Systems Flight Training,Australia,N
11,,TUIfly (X3),Germany,Y
FU,FXX,Felix Airways,Yemen,Y
K1,KOQ,Kostromskie avialinii,Russia,Y
XX,GFY,Greenfly,Spain,Y
7J,,Tajik Air,Tajikistan,Y
TM,,Air Mozambique,Mozambique,Y
--,ELK,ELK Airways,Estonia,Y
GY,GBK,Gabon Airlines,Gabon,Y
,MCA,MCA Airlines,Sweden,Y
ML,MAV,Maldivo Airlines,Maldives,Y
VH,VNP,Virgin Pacific,Fiji,Y
Z2,,Zest Air,Philippines,Y
HK,,Yangon Airways,Burma,Y
IJ,,Transport Aérien Transrégional,France,N
,LIO,LÍO Flugmennt,Iceland,N
N4,,Minerva Airlines,Italy,N
ZE,ESR,Eastar Jet,South Korea,Y
LJ,JNA,Jin Air,South Korea,Y
,KW1,Wataniya Airways,Kuwait,Y
SH,,Aéris (Priv),France,N
3O,,Air Arabia Maroc,Morocco,Y
B1,BA1,Baltic Air lines,Latvia,Y
YC,YCC,Ciel Canadien,Canada,Y
CN,YCP,Canadian National Airways,Canada,Y
FA,4AA,Epic Holiday,United States,Y
,AXC,Indochina Airlines,Vietnam,Y
,JWW,JetWind,United States,N
3I,,Air Comet Chile,Chile,Y
,FLB,German Air Force - FLB,Germany,Y
,CIP,City-Air Germany,Germany,N
DN,,Voronezhskie Airlanes,Russia,N
L8,LBL,Line Blue,Germany,Y
,LLC,FlyLAL Charters,Lithuania,Y
BU,BKY,Blue Sky America,United States,N
XS,TXP,Texas Spirit,United States,N
IL,ILW,Illinois Airways,United States,N
SZ,,Salzburg arrows,Austria,Y
TQ,TXW,Texas Wings,United States,Y
KT,CWS,California Western,United States,N
DH,DSY,Dennis Sky,Israel,Y
ZZ,,Zz,Belgium,Y
A1,A1F,Atifly,United States,Y
UK,,Air UK,United Kingdom,N
CB,,Suckling Airways,United Kingdom,N
RY,,Reno Sky,United States,N
,SZB,Aerolineas heredas santa maria,Dominican Republic,Y
99,,Ciao Air,Italy,Y
,JRB,Jc royal.britannica,United Kingdom,Y
VB,,Birmingham European,United Kingdom,N
5P,,Pal airlines,Chile,Y
C1,CA1,CanXpress,Canada,Y
V5,,Danube Wings (V5),Slovakia,Y
SH,SHA,Sharp Airlines,Australia,Y
C2,CAP,CanXplorer,Canada,Y
QA,,Click (Mexicana),Mexico,Y
W1,WE1,World Experience Airline,Canada,Y
J4,,ALAK,Russia,Y
E9,,AJT Air International,Russia,N
3E,,Air Choice One,United States,Y
,GCR,Tianjin Airlines,China,Y
KN,,China United,China,Y
ZQ,LOC,Locair,United States,Y
4Q,,Safi Airlines,Afghanistan,Y
K5,SQH,SeaPort Airlines,United States,Y
S6,,Salmon Air,United States,Y
IL,ILY,Fly Illi,United States,N
01,,Bobb Air Freight,Germany,Y
V9,HCW,Star1 Airlines,Lithuania,Y
6D,,Pelita,Indonesia,Y
E8,,Alpi Eagles (E8),Italy,N
J5,,Alaska Seaplane Service,United States,Y
T8,,TAN,Argentina,N
,ENJ,Enerjet,Canada,Y
I6,MXI,MexicanaLink,Mexico,Y
IP,ISX,Island Spirit,Iceland,Y
T0,,TACA Peru,Peru,Y
,OBS,Orbest,Portugal,Y
,SOA,Southern Air Charter,Bahamas,Y
,SVG,SVG Air,Saint Vincent and the Grenadines,Y
,CEY,Air Century,Dominican Republic,Y
7Q,,Pan Am World Airways Dominicana,Dominican Republic,Y
PF,,Primera Air,Iceland,Y
3S,,Air Antilles Express,Guadeloupe,Y
,OLS,Sol Lineas Aereas,Argentina,Y
P7,REP,Regional Paraguaya,Paraguay,Y
V6,,VIP Ecuador,Ecuador,Y
,NDN,Transportes Aereos Cielos Andinos,Peru,Y
P9,,Peruvian Airlines,Peru,Y
,EFY,EasyFly,Colombia,Y
OC,,Catovair,Mauritius,Y
,ANU,Andalus Lineas Aereas,Spain,Y
,DCD,Air 26,Angola,Y
,MTW,Mauritania Airways,Mauritania,Y
,CEL,CEIBA Intercontinental,Equatorial Guinea,Y
7Z,,Halcyonair,Cape Verde,Y
4P,,Business Aviation,Congo (Kinshasa),Y
E9,,Compagnie Africaine d\\'Aviation,Congo (Kinshasa),Y
K8,,Zambia Skyways,Zambia,Y
UJ,LMU,AlMasria Universal Airlines,Egypt,Y
,MSE,EgyptAir Express,Egypt,Y
6Y,,SmartLynx Airlines,Latvia,Y
,EUD,Air Italy Egypt,Egypt,Y
K7,KBR,KoralBlue Airlines,Egypt,Y
,WRC,Wind Rose Aviation,Ukraine,Y
E4,GIE,Elysian Airlines,Cameroon,Y
,SEN,Sevenair,Tunisia,Y
HT,IMP,Hellenic Imperial Airways,Greece,Y
WD,AAN,Amsterdam Airlines,Netherlands,Y
Q9,NAK,Arik Niger,Niger,Y
DA,,Dana Air,Nigeria,Y
8F,STP,STP Airways,Sao Tome and Principe,Y
7Y,,Med Airways,Lebanon,Y
UQ,SJU,Skyjet Airlines,Uganda,Y
G6,,Air Volga,Russia,Y
,TDK,Transavia Denmark,Denmark,Y
RL,RFJ,Royal Falcon,Jordan,Y
4L,MJX,Euroline,Georgia,Y
WG,WGC,Worldways,Canada,N
,TRK,Turkuaz Airlines,Turkey,Y
ZF,,Athens Airways,Greece,Y
VQ,VKH,Viking Hellas,Greece,Y
,FNA,Norlandair,Iceland,Y
,FVM,Flugfelag Vestmannaeyja,Iceland,Y
DZ,,Starline.kz,Kazakhstan,Y
EH,EHM,Euro Harmony,Portugal,N
L7,,Lugansk Airlines,Ukraine,Y
6P,,Gryphon Airlines,United States,Y
GP,GDR,Gadair European Airlines,Spain,Y
SM,MNP,Spirit of Manila Airlines,Philippines,Y
OQ,CQN,Chongqing Airlines,China,Y
,GDC,Grand China Air,China,Y
PN,CHB,West Air China,China,Y
IH,,Falcon Air (IH),Sweden,N
C3,QAX,QatXpress,Qatar,Y
1C,1CH,OneChina,China,Y
Y7,,NordStar Airlines,Russia,Y
JR,JOY,Joy Air,China,Y
CD,,Air India Regional,India,Y
9H,,MDLR Airlines,India,Y
,JGN,Jagson Airlines,India,Y
Q2,,Maldivian,Maldives,Y
XN,,Xpressair,Indonesia,Y
VC,,Strategic Airlines,Australia,Y
,QFZ,Fars Air Qeshm,Iran,Y
,EAA,Eastok Avia,Kyrgyzstan,Y
,JPU,Jupiter Airlines,United Arab Emirates,Y
,VIS,Vision Air International,Pakistan,Y
JH,,Fuji Dream Airlines,Japan,Y
,KEA,Korea Express Air,South Korea,Y
,EZA,Eznis Airways,Mongolia,Y
,PFL,Pacific Flier,Palau,Y
,PSB,Syrian Pearl Airlines,Syria,Y
5E,,SGA Airlines,Thailand,Y
F8,,Air2there,New Zealand,Y
AO,,Avianova (Russia),Russia,Y
PA,IPV,Parmiss Airlines (IPV),Iran,Y
ES,EUV,EuropeSky,Germany,Y
GB,BZE,BRAZIL AIR,Brazil,Y
MR,OME,Homer Air,Germany,Y
GM,===,Flitestar,South Africa,N
WQ,PQW,PanAm World Airways,United States,Y
YY,VWA,Virginwings,Germany,Y
KY,KSY,KSY,Greece,Y
BQ,BQB,Buquebus Líneas Aéreas,Uruguay,Y
CQ,KOL,SOCHI AIR,Russia,Y
WU,WAU,Wizz Air Ukraine,Ukraine,Y
47,VVN,88,Cyprus,Y
LQ,LMM,LCM AIRLINES,Russia,Y
BZ,BZL,Aero Brazil,Brazil,N
K6,,Cambodia Angkor Air (K6),Cambodia,Y
D5,,Skyline nepc,India,N
H3,T33,THREE,China,N
69,,Royal European Airlines,United Kingdom,Y
AD,AZU,Azul,Brazil,Y
PQ,LOO,LSM Airlines,Russia,Y
,PZY,Zapolyarie Airlines,Russia,Y
,FN1,Finlandian,Finland,Y
C4,LIX,LionXpress,Cameroon,Y
X1,,Nik Airways,Saudi Arabia,N
GK,,Genesis,Pakistan,Y
XZ,,Congo Express,Congo (Kinshasa),Y
FZ,FDB,Fly Dubai,United Arab Emirates,Y
D1,MDO,Domenican Airlines,Dominican Republic,Y
,2CO,ConneX European Airline,Austria,Y
9A,,Air Atlantic,Canada,N
CR,,Air Ops,Sweden,N
JY,AXZ,Aereonautica militare,Italy,Y
,KLS,Kal Star Aviation,Indonesia,Y
YZ,YZZ,LSM AIRLINES,Russia,Y
YP,AEF,Aero Lloyd (YP),Germany,N
UR,,UTair-Express,Russia,Y
G5,,Huaxia,China,Y
ZP,ZZZ,Zabaykalskii Airlines,Russia,Y
,XBM,CBM America,United States,Y
M4,1QA,Marysya Airlines,Russia,Y
N1,,N1,Peru,Y
4Z,,Airlink (SAA),South Africa,Y
,WFX,Westfalia Express VA,Germany,Y
3B,,JobAir,Czech Republic,Y
OD,ULA,Zuliana de Aviacion,Venezuela,N
BZ,BSA,Black Stallion Airways,United States,Y
GM,GER,German International Air Lines,Germany,Y
TB,TBZ,TrasBrasil,Brazil,Y
TH,THS,TransBrasil Airlines,Brazil,Y
9C,,China SSS,China,Y
NJ,,Nihon.jet,Japan,N
,IIA,AIR INDOCHINE,Vietnam,Y
TJ,,Transportes Aéreos Nacionales de Selva,Peru,N
,HPY,Happy Air,Thailand,Y
,SRB,Solar Air,Thailand,Y
P8,MKG,Air Mekong,Vietnam,Y
H3,,Harbour Air (Priv),Canada,Y
HH,AHO,Air Hamburg (AHO),Germany,Y
Z6,ZTT,ZABAIKAL AIRLINES,Russia,Y
TI,THI,TransHolding,Brazil,Y
,SZZ,SUR Lineas Aereas,Argentina,Y
,AA1,Aerolineas Africanas,Guinea,Y
YT,,Yeti Airways,Nepal,Y
,GEG,Georgian Airlines,Georgia,N
Y1,,Yellowstone Club Private Shuttle,United States,Y
NS,,Caucasus Airlines,Georgia,Y
S1,SA1,Serbian Airlines,Serbia,Y
WM,,Windward Islands Airways,Netherlands Antilles,Y
YO,TYS,TransHolding System,Brazil,Y
CB,CCC,CCML Airlines,Colombia,Y
SF,,Air Charter International,France,N
,ELC,Small Planet Airlines,Lithuania,Y
F1,FBL,Fly Brasil,Brazil,Y
,AUK,AUOS,United Kingdom,N
1F,CIF,CB Airways UK ( Interliging Flights ),United Kingdom,Y
3F,3FF,Fly Colombia ( Interliging Flights ),Colombia,Y
T6,TP6,Trans Pas Air,United States,Y
HC,HYM,Himalayan Airlines,Nepal,Y
G1,IG1,Indya Airline Group,India,Y
WG,,Sunwing,Canada,Y
,TWD,Turkish Wings Domestic,Turkey,Y
ZX,ZXY,Japan Regio,Japan,Y
,IXO,OCEAN AIR CARGO,India,Y
N0,,Norte Lineas Aereas,Argentina,Y
W7,,Austral Brasil,Brazil,Y
H9,,PEGASUS AIRLINES-,Turkey,Y
IJ,,AirLiberté,France,N
,NX1,Nihon.jet connect,Kyrgyzstan,Y
QC,,Camair-co,Cameroon,Y
N6,,Aerocontinente (Priv),Peru,N
RS,SKV,Sky Regional,Canada,Y
YI,,TUR Avrupa Hava YollarÄ±,Turkey,N
,CRZ,Cruzeiro do Sul Servicos Aereos,Brazil,N
II,UWW,LSM International,Russia,Y
BU,BUU,Baikotovitchestrian Airlines,American Samoa,Y
L4,LJJ,Luchsh Airlines,Russia,Y
,QQQ,ENTERair,Poland,Y
Z7,,Zimbabwean Airlines,Zimbabwe,N
6U,,Air Cargo Germany,Germany,Y
7M,ZTF,Mongolian International Air Lines,Mongolia,Y
2D,,Alaniya Airlines,Russia,N
TW,TWB,Tway Airlines,South Korea,Y
HI,,Papillon Grand Canyon Helicopters,United States,Y
JX,JSR,Jusur airways,Egypt,Y
XB,NXB,NEXT Brasil,Brazil,Y
W4,WER,AeroWorld,Russia,Y
KH,,Cook Island Air,Cook Islands,N
E8,,US Africa Airways,United States,N
GN,,GNB Linhas Aereas,Brazil,Y
E1,ES2,Usa Sky Cargo,United States,Y
HN,HNX,Hankook Airline,South Korea,Y
RR,,Red Jet America,United States,N
Z7,,REDjet,Barbados,Y
1H,HEY,Hellenic Airways,Greece,N
PT,,Red Jet Andes,Peru,Y
QY,,Red Jet Canada,Canada,Y
,SRN,Sprintair,Poland,Y
4X,,Red Jet Mexico,Mexico,Y
Y8,MRS,Marusya Airways,Russia,Y
7H,ERR,Era Alaska,United States,Y
R8,RRJ,AirRussia,Russia,Y
H1,HA1,Hankook Air US,United States,Y
D5,,NEPC Airlines,India,N
10,CNN,Canadian World,Canada,N
,PHJ,Pim Air,Netherlands,N
,SMW,Carpatair Flight Training,Romania,Y
H5,RSY,I-Fly,Russia,Y
IJ,,T.A.T,France,N
,CFP,Compania de Aviacion Faucett,Peru,N
,KAR,Kar-Air,Finland,N
DN,,Alinord,Italy,N
VB,,Pacific Express,United States,N
,WTJ,Whitejets,Brazil,Y
KT,VKJ,VickJet,France,Y
XV,,BVI Airways,British Virgin Islands,Y
,HAY,Hamburg Airways,Germany,Y
SO,SLC,Salsa d\\'Haiti,Haiti,Y
ZJ,,Zambezi Airlines (ZMA),Zambia,Y
,KND,Kan Air,Thailand,Y
,CUD,Air Cudlua,United Kingdom,Y
YQ,,Polet Airlines (Priv),Russia,Y
,AXE,Air Explore,Slovakia,Y
T1,TP3,TROPICAL LINHAS AEREAS,Brazil,N
12,N12,12 North,India,Y
,HCC,Holidays Czech Airlines,Czech Republic,Y
,COE,Comtel Air,Austria,Y
,MIC,Mint Airways,Spain,Y
,OBT,Orbit Airlines,United States,Y
,BUR,Air Bucharest,Romania,Y
,LAV,AlbaStar,Spain,Y
L6,MAI,Mauritania Airlines International,Mauritania,Y
6F,MKD,MAT Airways,Macedonia,Y
AW,AWM,Asian Wings Airways,Burma,Y
E5,RBG,Air Arabia Egypt,Egypt,Y
,EGS,Eagles Airlines,Italy,Y
,YEP,YES Airways,Poland,Y
CT,,Alitalia Cityliner,Italy,Y
,DSV,Direct Aero Services,Romania,Y
,MDP,Medallion Air,Romania,Y
OI,ORC,Orchid Airlines,Australia,Y
Y5,AWA,Asia Wings,Kazakhstan,Y
,GNN,Georgian International Airlines,Georgia,Y
,BTM,Air Batumi,Georgia,Y
XR,,Skywest Australia,Australia,Y
NP,NIA,Nile Air,Egypt,Y
,FDD,Feeder Airlines,Sudan,Y
DN,SGG,Senegal Airlines,Senegal,Y
6I,,Fly 6ix,Sierra Leone,Y
S9,,Starbow Airlines,Ghana,Y
0X,CX0,Copenhagen Express,Denmark,Y
8B,BCC,BusinessAir,Thailand,Y
YR,,SENIC AIRLINES,United States,Y
,CYM,Compass Airlines (Australia),Australia,N
,XOJ,XOJET,United States,Y
,DXT,Dexter (DXT),Russia,N
C7,CR7,Sky Wing Pacific,South Korea,Y
,BEU,Bateleur Air,South Africa,Y
PP,AI0,Air Indus,Pakistan,Y
07,770,Samurai Airlines,Pakistan,N
00,000,AirOne Continental,Slovakia,N
U1,001,AirOne Polska,Poland,N
,OAI,Orbit International Airlines,United States,Y
,OAR,Orbit Regional Airlines,United States,Y
,OAN,Orbit Atlantic Airways,United States,Y
,VOO,Volotea,Spain,Y
,GOE,Go Fly (United Kingdom),United Kingdom,N
MM,,Peach Aviation,Japan,Y
,HTH,Helitt Líneas Aéreas,Spain,Y
,RSD,Russia State Transport,Russia,Y
,MWI,Malaysia Wings,Malaysia,Y
U1,ABI,Aviabus,Russia,Y
DF,MJG,Michael Airlines,Puerto Rico,Y
ZC,KGO,Korongo Airlines,Congo (Kinshasa),Y
I5,IDS,Indonesia Sky,Indonesia,Y
9P,,Pelangi,Malaysia,N
B0,666,Aws express,United States,Y
76,SJS,Southjet,United States,Y
77,ZCS,Southjet connect,United States,Y
KP,,Air Cape,South Africa,N
78,XAN,Southjet cargo,United States,Y
I2,IBS,Iberia Express,Spain,Y
4O,,Interjet (ABC Aerolineas),Mexico,Y
OG,,AirOnix,Ukraine,Y
NJ,NGB,Nordic Global Airlines,Finland,Y
TZ,SCO,Scoot,Singapore,Y
SX,STS,Starling Airlines Spain,Spain,N
5K,,Hi Fly (5K),Portugal,Y
WH,,China Northwest Airlines (WH),China,Y
ZN,ZNA,Zenith International Airline,Thailand,Y
O1,OAB,Orbit Airlines Azerbaijan,Azerbaijan,Y
,RQX,Air Engiadina-BRN,Switzerland,N
,FVG,VG Airlines (IV),Belgium,N
A6,,Air Alps Aviation (A6),Austria,Y
,AAT,Austrian Airtransport,Austria,N
,FKA,Flying kangaroo Airline,Australia,Y
,RSJ,RusJet,Russia,Y
,VJC,VietJet Air,Vietnam,Y
,BXS,Spantax S.A.,Spain,N
P4,,Patriot Airways,United States,Y
