IATA,ICAO,Name,City,Country,Latitude,Longitude
IWJ,RJOW,Iwami Airport,Iwami,Japan,34.676399231,131.789993286
FKS,RJSF,Fukushima Airport,Fukushima,Japan,37.22740173339844,140.43099975585938
ONJ,RJSR,Odate Noshiro Airport,Odate Noshiro,Japan,40.1918983459,140.371002197
SYO,RJSY,Shonai Airport,Shonai,Japan,38.81219863889999,139.787002563
MYE,RJTQ,Miyakejima Airport,Miyakejima,Japan,34.073600769,139.559997559
KUV,RKJK,Kunsan Air Base,Kunsan,South Korea,35.90380096435547,126.61599731445312
MPK,RKJM,Mokpo Heliport,Mokpo,South Korea,34.7588996887,126.379997253
WJU,RKNW,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,37.441201,127.963858
YNY,RKNY,Yangyang International Airport,Sokcho / Gangneung,South Korea,38.061298,128.669006
HIN,RKPS,Sacheon Air Base/Airport,Sacheon,South Korea,35.088591,128.071747
CJJ,RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,36.717008,127.498741
SFS,RPLB,Subic Bay International Airport,Olongapo City,Philippines,14.794400215148926,120.27100372314452
CYU,RPLO,Cuyo Airport,Cuyo,Philippines,10.858099937438965,121.06900024414062
CGM,RPMH,Camiguin Airport,Camiguin,Philippines,9.253520011901855,124.70700073242188
JOL,RPMJ,Jolo Airport,Jolo,Philippines,6.0536699295043945,121.01100158691406
TWT,RPMN,Sanga Sanga Airport,Sanga Sanga,Philippines,5.046991,119.742996
SUG,RPMS,Surigao Airport,Sangley Point,Philippines,9.755838325629998,125.480947495
TDG,RPMW,Tandag Airport,Tandag,Philippines,9.072110176086426,126.1709976196289
WNP,RPUN,Naga Airport,Naga,Philippines,13.58489990234375,123.2699966430664
BSO,RPUO,Basco Airport,Basco,Philippines,20.4513,121.980003
SFE,RPUS,San Fernando Airport,San Fernando,Philippines,16.595600128173828,120.3030014038086
TUG,RPUT,Tuguegarao Airport,Tuguegarao,Philippines,17.6433676823,121.733150482
VRC,RPUV,Virac Airport,Virac,Philippines,13.57639980316162,124.20600128173828
CYP,RPVC,Calbayog Airport,Calbayog City,Philippines,12.072699546813965,124.54499816894533
CRM,RPVF,Catarman National Airport,Catarman,Philippines,12.502400398254396,124.63600158691406
MBT,RPVJ,Moises R. Espinosa Airport,Masbate,Philippines,12.369682,123.630095
RXS,RPVR,Roxas Airport,Roxas City,Philippines,11.597700119018556,122.7519989013672
TTG,SAST,General Enrique Mosconi Airport,Tartagal,Argentina,-22.619600296,-63.7937011719
LHS,SAVH,Las Heras Airport,Las Heras,Argentina,-46.53829956049999,-68.9653015137
OES,SAVN,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,-40.7512,-65.0343
ING,SAWA,Lago Argentino Airport,El Calafate,Argentina,-50.336102,-72.248596
GGS,SAWR,Gobernador Gregores Airport,Gobernador Gregores,Argentina,-48.7831,-70.150002
SST,SAZL,Santa Teresita Airport,Santa Teresita,Argentina,-36.5423,-56.7218
NEC,SAZO,Necochea Airport,Necochea,Argentina,-38.4831,-58.8172
JDO,SBJU,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-7.21895980835,-39.2700996399
LEC,SBLE,Coronel Horácio de Mattos Airport,Lençóis,Brazil,-12.4822998047,-41.2770004272
MEA,SBME,Macaé Airport,Macaé,Brazil,-22.343000412,-41.7659988403
MII,SBML,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,-22.1968994141,-49.926399231
